 "Ndis", "ApproxLux"
   181, 11022.8984
   181, 11022.8984
   182, 10905.1042
   182, 10905.1042
   182, 10905.1042
   183, 10789.2039
   183, 10789.2039
   183, 10789.2039
   183, 10789.2039
   184, 10675.1570
   184, 10675.1570
   184, 10675.1570
   184, 10675.1570
   185, 10562.9240
   185, 10562.9240
   185, 10562.9240
   185, 10562.9240
   186, 10452.4665
   186, 10452.4665
   186, 10452.4665
   186, 10452.4665
   187, 10343.7471
   187, 10343.7471
   187, 10343.7471
   187, 10343.7471
   187, 10343.7471
   188, 10236.7293
   188, 10236.7293
   188, 10236.7293
   188, 10236.7293
   189, 10131.3777
   189, 10131.3777
   189, 10131.3777
   190, 10027.6578
   190, 10027.6578
   190, 10027.6578
   190, 10027.6578
   190, 10027.6578
   191,  9925.5358
   191,  9925.5358
   191,  9925.5358
   191,  9925.5358
   192,  9824.9790
   192,  9824.9790
   192,  9824.9790
   192,  9824.9790
   192,  9824.9790
   192,  9824.9790
   193,  9725.9554
   193,  9725.9554
   193,  9725.9554
   193,  9725.9554
   194,  9628.4339
   194,  9628.4339
   194,  9628.4339
   194,  9628.4339
   195,  9532.3841
   195,  9532.3841
   195,  9532.3841
   195,  9532.3841
   195,  9532.3841
   196,  9437.7765
   196,  9437.7765
   196,  9437.7765
   196,  9437.7765
   197,  9344.5821
   197,  9344.5821
   197,  9344.5821
   197,  9344.5821
   197,  9344.5821
   198,  9252.7729
   198,  9252.7729
   198,  9252.7729
   198,  9252.7729
   198,  9252.7729
   198,  9252.7729
   199,  9162.3215
   199,  9162.3215
   199,  9162.3215
   200,  9073.2011
   200,  9073.2011
   200,  9073.2011
   200,  9073.2011
   200,  9073.2011
   200,  9073.2011
   201,  8985.3855
   201,  8985.3855
   201,  8985.3855
   201,  8985.3855
   201,  8985.3855
   201,  8985.3855
   201,  8985.3855
   201,  8985.3855
   201,  8985.3855
   202,  8898.8494
   202,  8898.8494
   202,  8898.8494
   202,  8898.8494
   202,  8898.8494
   203,  8813.5679
   203,  8813.5679
   203,  8813.5679
   203,  8813.5679
   203,  8813.5679
   204,  8729.5167
   203,  8813.5679
   204,  8729.5167
   204,  8729.5167
   204,  8729.5167
   205,  8646.6722
   205,  8646.6722
   205,  8646.6722
   205,  8646.6722
   206,  8565.0114
   206,  8565.0114
   206,  8565.0114
   206,  8565.0114
   206,  8565.0114
   206,  8565.0114
   206,  8565.0114
   207,  8484.5117
   207,  8484.5117
   207,  8484.5117
   207,  8484.5117
   207,  8484.5117
   207,  8484.5117
   207,  8484.5117
   207,  8484.5117
   208,  8405.1511
   208,  8405.1511
   208,  8405.1511
   208,  8405.1511
   209,  8326.9080
   209,  8326.9080
   209,  8326.9080
   209,  8326.9080
   209,  8326.9080
   209,  8326.9080
   210,  8249.7617
   210,  8249.7617
   210,  8249.7617
   210,  8249.7617
   210,  8249.7617
   210,  8249.7617
   210,  8249.7617
   211,  8173.6914
   211,  8173.6914
   211,  8173.6914
   211,  8173.6914
   211,  8173.6914
   211,  8173.6914
   212,  8098.6774
   212,  8098.6774
   212,  8098.6774
   212,  8098.6774
   213,  8024.6999
   213,  8024.6999
   213,  8024.6999
   213,  8024.6999
   213,  8024.6999
   214,  7951.7399
   214,  7951.7399
   214,  7951.7399
   214,  7951.7399
   214,  7951.7399
   215,  7879.7789
   215,  7879.7789
   215,  7879.7789
   215,  7879.7789
   215,  7879.7789
   215,  7879.7789
   215,  7879.7789
   216,  7808.7984
   216,  7808.7984
   216,  7808.7984
   216,  7808.7984
   217,  7738.7808
   217,  7738.7808
   217,  7738.7808
   217,  7738.7808
   218,  7669.7086
   218,  7669.7086
   218,  7669.7086
   218,  7669.7086
   219,  7601.5648
   218,  7669.7086
   219,  7601.5648
   219,  7601.5648
   219,  7601.5648
   220,  7534.3328
   220,  7534.3328
   220,  7534.3328
   220,  7534.3328
   220,  7534.3328
   220,  7534.3328
   220,  7534.3328
   221,  7467.9963
   221,  7467.9963
   221,  7467.9963
   222,  7402.5394
   222,  7402.5394
   222,  7402.5394
   222,  7402.5394
   222,  7402.5394
   222,  7402.5394
   223,  7337.9465
   223,  7337.9465
   223,  7337.9465
   223,  7337.9465
   224,  7274.2026
   224,  7274.2026
   224,  7274.2026
   224,  7274.2026
   224,  7274.2026
   225,  7211.2926
   225,  7211.2926
   225,  7211.2926
   225,  7211.2926
   225,  7211.2926
   226,  7149.2020
   226,  7149.2020
   226,  7149.2020
   227,  7087.9167
   227,  7087.9167
   227,  7087.9167
   227,  7087.9167
   228,  7027.4227
   228,  7027.4227
   228,  7027.4227
   228,  7027.4227
   229,  6967.7063
   229,  6967.7063
   229,  6967.7063
   229,  6967.7063
   229,  6967.7063
   230,  6908.7543
   230,  6908.7543
   230,  6908.7543
   230,  6908.7543
   231,  6850.5535
   231,  6850.5535
   231,  6850.5535
   231,  6850.5535
   231,  6850.5535
   232,  6793.0914
   232,  6793.0914
   233,  6736.3552
   233,  6736.3552
   233,  6736.3552
   233,  6736.3552
   234,  6680.3329
   234,  6680.3329
   234,  6680.3329
   234,  6680.3329
   235,  6625.0124
   235,  6625.0124
   235,  6625.0124
   235,  6625.0124
   235,  6625.0124
   236,  6570.3820
   236,  6570.3820
   236,  6570.3820
   236,  6570.3820
   236,  6570.3820
   237,  6516.4303
   237,  6516.4303
   237,  6516.4303
   237,  6516.4303
   238,  6463.1459
   238,  6463.1459
   238,  6463.1459
   239,  6410.5179
   239,  6410.5179
   239,  6410.5179
   239,  6410.5179
   239,  6410.5179
   240,  6358.5356
   240,  6358.5356
   240,  6358.5356
   240,  6358.5356
   240,  6358.5356
   241,  6307.1882
   241,  6307.1882
   241,  6307.1882
   241,  6307.1882
   242,  6256.4656
   242,  6256.4656
   242,  6256.4656
   243,  6206.3576
   243,  6206.3576
   243,  6206.3576
   243,  6206.3576
   243,  6206.3576
   244,  6156.8541
   244,  6156.8541
   244,  6156.8541
   244,  6156.8541
   245,  6107.9456
   245,  6107.9456
   245,  6107.9456
   245,  6107.9456
   245,  6107.9456
   246,  6059.6225
   246,  6059.6225
   246,  6059.6225
   246,  6059.6225
   246,  6059.6225
   247,  6011.8754
   247,  6011.8754
   247,  6011.8754
   247,  6011.8754
   248,  5964.6951
   248,  5964.6951
   248,  5964.6951
   248,  5964.6951
   248,  5964.6951
   248,  5964.6951
   249,  5918.0727
   249,  5918.0727
   249,  5918.0727
   249,  5918.0727
   249,  5918.0727
   249,  5918.0727
   250,  5871.9995
   250,  5871.9995
   250,  5871.9995
   250,  5871.9995
   250,  5871.9995
   250,  5871.9995
   251,  5826.4667
   251,  5826.4667
   251,  5826.4667
   252,  5781.4659
   251,  5826.4667
   252,  5781.4659
   252,  5781.4659
   253,  5736.9889
   253,  5736.9889
   253,  5736.9889
   253,  5736.9889
   254,  5693.0275
   254,  5693.0275
   254,  5693.0275
   254,  5693.0275
   254,  5693.0275
   255,  5649.5736
   255,  5649.5736
   255,  5649.5736
   255,  5649.5736
   256,  5606.6196
   256,  5606.6196
   256,  5606.6196
   256,  5606.6196
   256,  5606.6196
   257,  5564.1578
   257,  5564.1578
   257,  5564.1578
   257,  5564.1578
   258,  5522.1805
   258,  5522.1805
   258,  5522.1805
   258,  5522.1805
   258,  5522.1805
   258,  5522.1805
   258,  5522.1805
   259,  5480.6805
   259,  5480.6805
   259,  5480.6805
   259,  5480.6805
   260,  5439.6505
   259,  5480.6805
   259,  5480.6805
   260,  5439.6505
   260,  5439.6505
   260,  5439.6505
   261,  5399.0834
   261,  5399.0834
   261,  5399.0834
   261,  5399.0834
   262,  5358.9723
   262,  5358.9723
   262,  5358.9723
   262,  5358.9723
   262,  5358.9723
   262,  5358.9723
   263,  5319.3102
   263,  5319.3102
   263,  5319.3102
   263,  5319.3102
   264,  5280.0905
   264,  5280.0905
   263,  5319.3102
   264,  5280.0905
   264,  5280.0905
   264,  5280.0905
   265,  5241.3067
   264,  5280.0905
   264,  5280.0905
   264,  5280.0905
   264,  5280.0905
   265,  5241.3067
   264,  5280.0905
   265,  5241.3067
   265,  5241.3067
   265,  5241.3067
   265,  5241.3067
   265,  5241.3067
   265,  5241.3067
   265,  5241.3067
   266,  5202.9522
   266,  5202.9522
   266,  5202.9522
   266,  5202.9522
   266,  5202.9522
   266,  5202.9522
   266,  5202.9522
   267,  5165.0207
   266,  5202.9522
   267,  5165.0207
   267,  5165.0207
   267,  5165.0207
   267,  5165.0207
   268,  5127.5060
   267,  5165.0207
   267,  5165.0207
   268,  5127.5060
   268,  5127.5060
   268,  5127.5060
   268,  5127.5060
   268,  5127.5060
   268,  5127.5060
   269,  5090.4020
   269,  5090.4020
   269,  5090.4020
   269,  5090.4020
   269,  5090.4020
   269,  5090.4020
   269,  5090.4020
   270,  5053.7027
   269,  5090.4020
   270,  5053.7027
   270,  5053.7027
   270,  5053.7027
   270,  5053.7027
   270,  5053.7027
   271,  5017.4021
   270,  5053.7027
   271,  5017.4021
   270,  5053.7027
   270,  5053.7027
   271,  5017.4021
   270,  5053.7027
   271,  5017.4021
   271,  5017.4021
   272,  4981.4946
   272,  4981.4946
   272,  4981.4946
   272,  4981.4946
   272,  4981.4946
   272,  4981.4946
   272,  4981.4946
   272,  4981.4946
   273,  4945.9744
   273,  4945.9744
   273,  4945.9744
   273,  4945.9744
   274,  4910.8360
   274,  4910.8360
   274,  4910.8360
   274,  4910.8360
   274,  4910.8360
   274,  4910.8360
   274,  4910.8360
   274,  4910.8360
   275,  4876.0738
   275,  4876.0738
   275,  4876.0738
   275,  4876.0738
   276,  4841.6826
   276,  4841.6826
   275,  4876.0738
   276,  4841.6826
   276,  4841.6826
   277,  4807.6570
   276,  4841.6826
   276,  4841.6826
   277,  4807.6570
   277,  4807.6570
   277,  4807.6570
   277,  4807.6570
   277,  4807.6570
   277,  4807.6570
   277,  4807.6570
   278,  4773.9919
   278,  4773.9919
   278,  4773.9919
   278,  4773.9919
   278,  4773.9919
   278,  4773.9919
   279,  4740.6821
   279,  4740.6821
   279,  4740.6821
   279,  4740.6821
   280,  4707.7226
   280,  4707.7226
   280,  4707.7226
   281,  4675.1086
   281,  4675.1086
   281,  4675.1086
   281,  4675.1086
   282,  4642.8352
   282,  4642.8352
   282,  4642.8352
   283,  4610.8976
   283,  4610.8976
   283,  4610.8976
   283,  4610.8976
   284,  4579.2912
   284,  4579.2912
   284,  4579.2912
   284,  4579.2912
   285,  4548.0114
   284,  4579.2912
   285,  4548.0114
   285,  4548.0114
   285,  4548.0114
   286,  4517.0538
   286,  4517.0538
   286,  4517.0538
   286,  4517.0538
   286,  4517.0538
   287,  4486.4138
   287,  4486.4138
   287,  4486.4138
   287,  4486.4138
   287,  4486.4138
   288,  4456.0871
   287,  4486.4138
   287,  4486.4138
   287,  4486.4138
   287,  4486.4138
   287,  4486.4138
   287,  4486.4138
   287,  4486.4138
   288,  4456.0871
   288,  4456.0871
   288,  4456.0871
   288,  4456.0871
   288,  4456.0871
   288,  4456.0871
   288,  4456.0871
   288,  4456.0871
   288,  4456.0871
   288,  4456.0871
   288,  4456.0871
   289,  4426.0695
   289,  4426.0695
   289,  4426.0695
   289,  4426.0695
   289,  4426.0695
   289,  4426.0695
   289,  4426.0695
   289,  4426.0695
   289,  4426.0695
   289,  4426.0695
   289,  4426.0695
   289,  4426.0695
   289,  4426.0695
   289,  4426.0695
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   290,  4396.3568
   291,  4366.9448
   291,  4366.9448
   291,  4366.9448
   291,  4366.9448
   291,  4366.9448
   291,  4366.9448
   291,  4366.9448
   291,  4366.9448
   292,  4337.8294
   291,  4366.9448
   291,  4366.9448
   292,  4337.8294
   292,  4337.8294
   292,  4337.8294
   292,  4337.8294
   292,  4337.8294
   292,  4337.8294
   292,  4337.8294
   292,  4337.8294
   292,  4337.8294
   292,  4337.8294
   292,  4337.8294
   293,  4309.0067
   293,  4309.0067
   293,  4309.0067
   293,  4309.0067
   293,  4309.0067
   293,  4309.0067
   293,  4309.0067
   294,  4280.4727
   294,  4280.4727
   294,  4280.4727
   294,  4280.4727
   294,  4280.4727
   294,  4280.4727
   294,  4280.4727
   294,  4280.4727
   294,  4280.4727
   294,  4280.4727
   294,  4280.4727
   294,  4280.4727
   295,  4252.2236
   295,  4252.2236
   294,  4280.4727
   295,  4252.2236
   294,  4280.4727
   295,  4252.2236
   295,  4252.2236
   295,  4252.2236
   295,  4252.2236
   295,  4252.2236
   295,  4252.2236
   295,  4252.2236
   295,  4252.2236
   295,  4252.2236
   295,  4252.2236
   295,  4252.2236
   295,  4252.2236
   295,  4252.2236
   295,  4252.2236
   295,  4252.2236
   296,  4224.2556
   296,  4224.2556
   296,  4224.2556
   296,  4224.2556
   296,  4224.2556
   296,  4224.2556
   296,  4224.2556
   296,  4224.2556
   296,  4224.2556
   297,  4196.5650
   297,  4196.5650
   297,  4196.5650
   297,  4196.5650
   298,  4169.1480
   298,  4169.1480
   298,  4169.1480
   298,  4169.1480
   299,  4142.0011
   299,  4142.0011
   299,  4142.0011
   299,  4142.0011
   299,  4142.0011
   299,  4142.0011
   300,  4115.1207
   300,  4115.1207
   300,  4115.1207
   301,  4088.5034
   301,  4088.5034
   301,  4088.5034
   301,  4088.5034
   301,  4088.5034
   301,  4088.5034
   301,  4088.5034
   302,  4062.1456
   302,  4062.1456
   302,  4062.1456
   302,  4062.1456
   302,  4062.1456
   303,  4036.0441
   303,  4036.0441
   303,  4036.0441
   303,  4036.0441
   303,  4036.0441
   304,  4010.1954
   304,  4010.1954
   304,  4010.1954
   304,  4010.1954
   305,  3984.5964
   305,  3984.5964
   304,  4010.1954
   305,  3984.5964
   305,  3984.5964
   305,  3984.5964
   305,  3984.5964
   306,  3959.2438
   306,  3959.2438
   306,  3959.2438
   306,  3959.2438
   306,  3959.2438
   306,  3959.2438
   306,  3959.2438
   307,  3934.1344
   307,  3934.1344
   307,  3934.1344
   307,  3934.1344
